id,customer_id,location_id,product_id,employee_id,date,quantity
2459,247,8,66,58,2020-04-01,3
2460,188,8,56,78,2019-12-11,2
2461,339,8,65,73,2019-06-05,1
2462,137,7,62,76,2019-10-28,3
2463,504,6,15,71,2019-06-29,3
2464,27,6,77,64,2019-08-08,3
2465,207,7,44,49,2019-08-06,1
2466,536,10,59,44,2019-09-25,1
2467,181,7,16,69,2020-03-15,4
2468,44,5,62,61,2020-03-21,2
2469,382,11,59,73,2019-12-21,2
2470,622,6,71,66,2019-12-08,3
2471,551,8,58,80,2020-01-01,2
2472,553,8,19,70,2020-01-22,1
2473,129,11,64,51,2019-07-28,6
2474,182,7,67,74,2020-04-30,4
2475,154,11,62,75,2020-01-02,2
2476,82,8,74,67,2019-10-04,5
2477,105,3,65,52,2020-02-23,6
2478,628,12,69,75,2019-11-22,3
2479,28,10,58,76,2020-04-21,5
2480,430,3,55,64,2020-03-07,1
2481,468,14,57,49,2020-02-13,1
2482,189,10,25,67,2020-02-02,2
2483,176,6,60,51,2019-11-18,2
2484,252,12,75,70,2020-04-23,1
2485,455,7,70,79,2019-07-28,6
2486,471,7,59,75,2020-04-08,3
2487,405,9,68,67,2019-07-02,3
2488,310,7,72,78,2019-07-28,1
2489,617,9,68,79,2020-03-07,4
2490,406,10,76,50,2019-06-30,1
2491,16,11,57,80,2019-12-21,4
2492,511,9,60,68,2020-04-24,2
2493,451,7,39,64,2020-03-02,5
2494,577,10,49,62,2019-10-16,3
2495,265,6,69,44,2020-02-04,3
2496,94,2,66,77,2020-01-15,2
2497,426,6,60,67,2019-05-20,7
2498,82,8,66,66,2019-06-10,4
2499,249,6,68,73,2019-08-15,3
2500,408,10,63,75,2020-03-20,4
2501,152,6,63,74,2019-10-07,4
2502,151,6,66,72,2019-11-22,3
2503,146,5,63,72,2019-05-04,4
2504,90,7,58,70,2020-01-19,3
2505,313,10,66,67,2020-01-18,5
2506,373,9,29,74,2020-04-27,3
2507,123,7,60,60,2019-05-09,4
2508,378,8,50,60,2019-08-28,8
2509,223,6,44,59,2020-02-25,3
2510,79,10,68,50,2020-01-28,1
2511,336,10,65,79,2019-12-13,3
2512,393,9,70,73,2020-02-08,2
2513,312,7,70,80,2019-11-07,2
2514,632,8,63,78,2020-04-06,4
2515,202,8,67,70,2019-08-28,4
2516,618,4,65,49,2020-02-09,4
2517,247,8,67,71,2019-08-08,2
2518,317,4,73,75,2019-05-27,2
2519,617,9,70,78,2020-03-22,3
2520,488,10,72,74,2020-04-21,6
2521,267,12,73,78,2019-11-29,3
2522,86,9,72,76,2020-04-09,9
2523,300,9,35,80,2019-07-13,4
2524,124,9,62,49,2020-01-23,2
2525,95,13,65,57,2019-06-15,6
2526,357,12,66,75,2019-08-19,3
2527,155,7,40,75,2019-12-01,4
2528,464,11,62,44,2020-01-27,3
2529,301,5,63,74,2019-06-22,3
2530,288,5,65,71,2019-06-10,3
2531,197,10,27,70,2019-09-28,2
2532,75,12,60,45,2019-11-19,2
2533,338,10,1,71,2019-10-18,2
2534,188,10,57,62,2019-12-04,2
2535,295,9,74,69,2019-09-21,1
2536,449,5,69,80,2020-01-13,4
2537,19,8,23,75,2019-05-19,1
2538,387,10,69,64,2019-08-06,1
2539,162,10,73,77,2019-08-29,5
2540,190,6,64,79,2020-01-20,5
2541,405,9,10,72,2020-02-11,2
2542,67,6,11,61,2020-02-22,4
2543,16,12,65,59,2019-05-08,1
2544,406,5,68,76,2019-10-30,3
2545,510,5,46,77,2019-09-20,3
2546,405,6,62,44,2020-01-08,1
2547,427,10,75,75,2020-03-07,4
2548,395,8,10,79,2020-01-09,2
2549,340,8,64,60,2019-07-07,5
2550,510,9,70,71,2019-10-02,3
2551,486,11,70,79,2020-03-31,3
2552,591,12,36,78,2019-09-26,3
2553,214,10,67,46,2019-06-26,1
2554,555,12,57,72,2019-09-19,4
2555,230,10,58,63,2019-11-09,2
2556,275,11,72,64,2020-01-05,3
2557,301,8,67,79,2019-11-28,4
2558,554,8,71,79,2020-02-01,2
2559,66,6,68,80,2019-12-12,3
2560,67,8,62,62,2019-10-20,2
2561,304,7,60,70,2019-07-21,2
2562,124,7,65,53,2019-07-21,3
2563,144,7,60,70,2019-08-17,2
2564,554,5,55,74,2019-11-15,3
2565,420,9,65,68,2019-05-20,3
2566,164,13,68,75,2020-04-18,4
2567,145,5,64,71,2019-07-08,5
2568,301,7,61,74,2020-03-04,4
2569,233,7,44,73,2019-05-01,2
2570,260,7,68,55,2020-01-03,4
2571,11,10,58,78,2019-12-13,1
2572,414,13,30,72,2019-06-02,2
2573,630,6,1,50,2019-12-09,3
2574,165,7,60,48,2020-04-12,3
2575,428,9,61,65,2020-04-19,3
2576,297,10,64,70,2019-10-08,2
2577,123,5,59,74,2019-08-29,4
2578,337,13,62,67,2019-08-21,4
2579,517,6,50,69,2020-02-05,3
2580,144,8,65,58,2020-01-08,1
2581,555,8,43,79,2020-03-03,2
2582,239,3,56,48,2020-03-16,1
2583,535,14,57,71,2019-12-27,1
2584,365,5,73,66,2019-07-17,1
2585,451,10,70,60,2019-10-14,1
2586,319,8,65,76,2019-09-07,1
2587,63,9,60,78,2019-11-17,2
2588,70,13,58,67,2020-04-30,5
2589,12,11,74,65,2020-02-07,3
2590,535,12,71,77,2019-10-21,4
2591,267,11,14,74,2020-01-19,6
2592,528,9,73,64,2019-06-15,1
2593,99,6,62,78,2019-12-10,2
2594,483,8,66,71,2019-05-27,4
2595,224,9,62,73,2020-03-19,1
2596,359,10,60,68,2020-02-15,4
2597,307,10,57,66,2020-03-12,2
2598,290,13,17,65,2020-04-14,3
2599,328,3,55,44,2019-11-25,3
2600,561,4,7,69,2019-12-12,2
2601,300,6,66,49,2019-09-06,4
2602,357,12,57,53,2020-03-31,4
2603,225,6,16,67,2019-12-15,4
2604,115,6,60,60,2019-07-23,5
2605,282,9,75,71,2019-09-11,4
2606,650,9,59,79,2019-05-05,2
2607,92,4,56,68,2019-09-26,1
2608,416,13,61,65,2019-08-30,3
2609,134,7,65,67,2019-07-25,2
2610,244,12,60,69,2020-01-29,2
2611,444,9,59,67,2019-07-23,2
2612,383,6,55,66,2020-01-29,1
2613,219,8,71,62,2020-04-02,3
2614,472,10,66,80,2019-07-29,2
2615,170,6,72,73,2019-07-21,2
2616,299,4,30,77,2020-01-31,3
2617,256,9,45,62,2019-12-12,2
2618,173,4,67,60,2019-05-22,7
2619,326,10,3,75,2020-01-14,1
2620,470,8,71,49,2019-10-22,1
2621,318,13,55,75,2020-03-26,6
2622,318,5,66,63,2019-09-16,6
2623,457,8,66,70,2019-09-02,5
2624,60,10,30,55,2020-04-07,3
2625,479,13,72,54,2019-11-12,3
2626,362,11,57,51,2019-06-11,5
2627,140,4,65,67,2019-05-18,2
2628,239,13,67,74,2019-06-27,1
2629,135,7,16,75,2019-12-31,3
2630,577,12,63,53,2019-06-29,2
2631,314,10,64,67,2019-07-03,4
2632,319,12,58,73,2020-01-09,3
2633,249,9,66,64,2020-03-05,5
2634,361,6,69,80,2019-09-30,2
2635,480,4,64,72,2020-01-08,5
2636,278,7,59,75,2020-03-02,1
2637,194,9,58,68,2019-10-29,3
2638,556,6,72,70,2019-12-03,3
2639,435,9,75,78,2019-11-15,5
2640,477,5,58,80,2019-12-29,3
2641,324,14,14,66,2019-10-25,4
2642,313,10,55,46,2019-11-17,3
2643,168,6,63,44,2019-12-31,3
2644,149,12,71,49,2020-03-05,8
2645,410,14,72,77,2019-10-20,3
2646,299,11,71,76,2020-02-09,2
2647,270,12,65,78,2020-03-09,2
2648,217,10,61,76,2020-01-11,3
2649,517,9,25,65,2020-01-29,3
2650,181,11,55,54,2019-06-20,4
2651,488,12,73,54,2019-09-09,1
2652,71,6,63,77,2019-11-30,6
2653,324,5,65,71,2019-12-11,4
2654,108,11,59,74,2019-10-12,3
2655,331,9,61,64,2020-02-25,4
2656,276,10,60,68,2020-02-21,2
2657,144,6,66,66,2019-06-27,3
2658,304,11,65,72,2020-02-26,1
2659,187,4,44,75,2019-07-29,1
2660,379,7,7,48,2019-07-24,6
2661,267,7,66,44,2020-01-16,2
2662,557,8,78,72,2019-06-23,3
2663,407,10,61,47,2019-08-26,4
2664,445,9,74,66,2020-04-01,2
2665,205,6,68,79,2020-02-17,6
2666,531,12,74,80,2019-09-11,1
2667,271,8,59,78,2019-05-08,2
2668,361,9,4,63,2019-11-17,7
2669,320,4,75,46,2019-11-08,3
2670,335,12,69,66,2019-05-09,4
2671,153,8,51,80,2019-10-11,2
2672,329,8,63,54,2019-09-10,4
2673,116,5,70,74,2019-10-09,3
2674,85,9,64,76,2020-04-10,2
2675,412,12,55,74,2019-06-25,2
2676,238,8,74,63,2020-04-11,2
2677,11,8,72,79,2019-11-15,4
2678,363,5,66,80,2019-09-11,3
2679,83,11,71,73,2019-10-21,5
2680,450,11,69,80,2020-02-20,2
2681,343,14,71,75,2019-10-29,5
2682,412,11,25,76,2019-05-14,3
2683,242,6,74,55,2020-02-28,1
2684,218,13,67,79,2019-06-06,3
2685,1,10,66,53,2019-12-15,4
2686,299,6,76,72,2019-07-31,2
2687,254,10,65,54,2019-09-17,7
2688,166,8,59,70,2020-02-24,5
2689,294,8,55,49,2019-07-25,1
2690,569,11,8,68,2019-10-06,1
2691,423,11,47,66,2019-07-25,1
2692,294,11,60,61,2019-06-05,6
2693,131,13,65,69,2019-12-01,4
2694,409,9,74,74,2019-08-19,1
2695,550,12,67,79,2020-04-18,6
2696,187,12,59,75,2020-03-23,2
2697,380,11,70,69,2019-05-03,3
2698,265,9,71,65,2020-03-25,1
2699,311,13,59,79,2019-12-18,2
2700,445,9,67,65,2019-12-09,3
2701,98,7,13,78,2019-06-18,3
2702,435,14,63,62,2019-10-13,5
2703,325,9,66,71,2019-06-13,3
2704,131,3,19,71,2019-07-03,3
2705,369,4,14,55,2019-12-02,3
2706,430,7,9,63,2019-12-26,6
2707,222,13,75,54,2020-01-01,3
2708,357,6,19,50,2019-08-29,4
2709,48,12,78,55,2019-07-24,1
2710,60,8,56,54,2020-03-18,2
2711,370,10,50,68,2019-11-07,1
2712,191,11,67,62,2019-08-09,2
2713,370,9,69,72,2020-04-20,3
2714,337,8,66,80,2019-10-05,3
2715,380,9,67,75,2019-08-20,4
2716,328,9,66,74,2019-12-15,5
2717,140,12,74,74,2019-10-06,3
2718,167,12,56,79,2019-08-03,2
2719,110,12,48,60,2019-06-29,4
2720,438,8,55,63,2019-10-27,4
2721,594,12,49,61,2019-10-23,4
2722,570,12,35,57,2019-10-01,4
2723,40,10,60,48,2020-04-23,2
2724,288,11,58,72,2020-02-18,1
2725,235,6,6,69,2019-10-26,2
2726,225,6,56,52,2019-10-06,6
2727,151,6,42,66,2019-08-15,1
2728,519,7,60,53,2020-02-29,5
2729,350,10,12,73,2019-09-10,1
2730,361,9,57,54,2019-07-21,5
2731,385,10,14,58,2019-09-06,7
2732,208,7,68,52,2019-08-21,4
2733,100,6,70,70,2019-09-26,6
2734,82,10,62,78,2019-07-17,7
2735,170,11,66,61,2019-10-30,3
2736,178,6,67,48,2020-02-17,1
2737,86,6,24,77,2020-02-09,2
2738,209,9,75,45,2020-01-23,5
2739,552,12,73,80,2020-03-06,4
2740,354,7,59,76,2019-08-13,6
2741,290,5,58,66,2019-05-13,3
2742,237,11,71,70,2019-05-18,2
2743,373,13,66,75,2019-11-13,7
2744,362,9,58,74,2020-04-09,1
2745,505,8,66,66,2020-03-27,3
2746,46,7,17,45,2019-08-22,3
2747,383,9,68,60,2020-02-23,4
2748,154,12,69,79,2019-07-20,2
2749,538,6,58,79,2020-02-11,3
2750,346,7,69,65,2019-12-13,5
2751,102,8,71,74,2019-11-23,2
2752,57,9,5,75,2019-05-06,5
2753,109,13,72,68,2020-04-12,1
2754,328,12,72,58,2020-04-27,3
2755,236,6,61,79,2020-04-23,5
2756,404,10,57,45,2020-03-10,3
2757,228,10,75,65,2020-03-24,1
2758,274,9,1,79,2020-02-17,5
2759,542,7,74,48,2019-06-04,3
2760,429,7,60,80,2019-06-12,5
2761,601,6,67,75,2019-11-16,2
2762,491,9,73,73,2019-05-05,4
2763,338,10,66,80,2019-07-01,2
2764,281,6,70,72,2019-08-09,4
2765,559,9,63,77,2019-07-10,4
2766,151,12,62,75,2019-08-27,3
2767,239,14,62,68,2019-09-11,4
2768,350,12,70,52,2019-12-04,6
2769,321,5,57,74,2019-09-18,4
2770,482,9,55,53,2020-01-23,4
2771,360,14,62,65,2019-10-28,2
2772,63,8,65,72,2020-03-20,3
2773,355,10,7,77,2019-11-01,1
2774,225,11,64,58,2019-11-30,3
2775,214,11,4,71,2019-05-25,5
2776,596,10,23,60,2019-08-19,4
2777,438,6,57,59,2019-09-16,1
2778,476,9,63,57,2019-09-13,4
2779,457,11,63,74,2019-07-31,3
2780,209,9,59,53,2020-03-05,3
2781,456,7,68,72,2020-03-03,1
2782,505,7,75,77,2019-08-24,4
2783,166,7,56,61,2019-07-18,3
2784,515,7,56,58,2020-02-16,1
2785,350,8,56,67,2020-01-30,1
2786,452,13,54,66,2020-01-10,2
2787,107,11,68,50,2020-03-02,7
2788,356,5,63,75,2019-08-15,3
2789,449,13,59,67,2020-03-05,2
2790,388,8,67,72,2019-07-13,2
2791,323,11,21,77,2019-05-12,1
2792,271,11,60,58,2019-09-19,4
2793,594,11,71,71,2019-11-20,2
2794,365,7,67,75,2020-03-31,4
2795,625,9,61,74,2019-05-13,4
2796,616,3,59,65,2019-06-15,3
2797,592,10,25,68,2019-12-26,6
2798,165,11,57,53,2019-06-05,1
2799,256,10,63,65,2019-06-24,1
2800,208,9,69,73,2019-10-14,1
2801,157,5,66,79,2019-06-20,5
2802,306,10,55,76,2019-09-01,1
2803,192,7,76,62,2019-09-24,5
2804,623,12,35,55,2020-03-23,2
2805,285,8,63,49,2019-08-29,4
2806,231,8,67,66,2019-06-26,6
2807,46,7,71,77,2020-04-03,2
2808,64,7,61,76,2019-07-05,7
2809,449,10,65,67,2019-12-31,2
2810,430,8,50,73,2019-05-07,4
2811,247,9,41,48,2019-10-07,5
2812,91,7,60,61,2019-10-30,5
2813,357,9,67,72,2020-02-25,1
2814,63,6,17,79,2020-04-08,2
2815,374,7,67,51,2019-05-24,4
2816,380,6,62,76,2019-09-23,4
2817,226,7,57,70,2019-07-18,2
2818,471,8,63,70,2020-03-05,4
2819,336,7,57,72,2019-05-06,2
2820,96,8,67,63,2020-02-05,3
2821,538,8,24,76,2019-12-26,5
2822,407,12,57,63,2019-10-05,7
2823,246,10,61,63,2019-11-22,3
2824,237,14,73,72,2019-08-29,4
2825,242,5,6,79,2020-03-10,3
2826,442,9,56,57,2019-07-06,1
2827,141,11,68,53,2019-10-18,3
2828,459,7,70,74,2019-12-08,6
2829,407,12,68,80,2019-12-21,3
2830,461,9,66,79,2019-10-06,1
2831,155,13,34,80,2019-11-06,2
2832,497,5,69,51,2020-01-01,7
2833,321,5,67,74,2020-01-16,4
2834,480,11,63,78,2019-06-09,2
2835,281,9,7,71,2019-08-19,1
2836,355,5,63,51,2020-02-14,1
2837,105,9,60,74,2019-11-19,1
2838,641,8,31,70,2019-05-01,1
2839,106,11,72,67,2019-11-25,2
2840,83,12,60,78,2019-10-10,4
2841,135,11,68,74,2020-01-05,2
2842,372,8,63,77,2020-01-04,3
2843,290,8,56,70,2020-02-25,3
2844,267,12,7,63,2019-10-31,5
2845,247,8,72,54,2019-10-31,3
2846,374,5,76,78,2019-12-19,3
2847,49,5,64,74,2019-12-19,8
2848,298,7,71,75,2019-10-19,4
2849,54,6,68,79,2019-12-07,1
2850,235,10,70,78,2019-11-26,2
2851,265,7,66,73,2020-01-16,4
2852,543,10,74,74,2019-12-16,1
2853,286,3,64,80,2020-01-01,2
2854,229,9,63,75,2019-05-03,6
2855,21,11,61,73,2019-10-11,4
2856,342,6,61,68,2019-08-23,1
2857,327,3,43,62,2019-11-30,2
2858,303,11,62,59,2020-02-05,2
2859,152,5,69,73,2020-01-04,1
2860,256,11,73,80,2019-05-18,4
2861,326,9,66,80,2019-09-15,4
2862,484,6,60,52,2019-05-21,8
2863,89,8,71,45,2020-02-15,3
2864,538,7,64,57,2019-11-12,2
2865,163,8,59,74,2019-11-11,1
2866,573,4,66,48,2020-01-10,2
2867,416,8,6,74,2020-03-22,3
2868,328,11,79,57,2019-10-25,2
2869,475,7,75,79,2019-07-30,7
2870,119,11,55,78,2019-06-27,8
2871,200,7,57,50,2019-11-08,1
2872,471,8,17,68,2020-02-10,2
2873,258,9,36,56,2019-07-11,2
2874,218,4,66,61,2019-12-17,1
2875,637,10,68,44,2019-09-08,2
2876,563,4,62,73,2019-08-27,5
2877,647,8,59,71,2020-01-20,2
2878,264,10,11,68,2020-01-02,5
2879,98,8,50,57,2019-07-11,4
2880,118,7,52,66,2020-04-10,1
2881,346,11,42,59,2019-11-10,2
2882,183,14,57,57,2019-05-06,1
2883,461,5,39,62,2019-09-30,6
2884,323,11,57,57,2019-06-14,6
2885,446,8,69,66,2019-07-14,1
2886,313,13,63,80,2019-07-16,2
2887,608,11,26,78,2019-10-15,1
2888,339,12,65,53,2019-06-07,2
2889,52,3,62,53,2019-09-15,2
2890,96,6,3,70,2020-01-21,3
2891,240,12,38,46,2019-12-02,6
2892,256,3,55,51,2019-09-03,4
2893,163,9,73,63,2019-08-24,3
2894,361,8,60,80,2019-05-09,3
2895,75,5,30,71,2019-05-27,1
2896,470,9,72,49,2019-06-20,2
2897,373,5,29,80,2019-10-12,3
2898,310,8,59,50,2019-07-16,2
2899,151,8,60,73,2020-02-25,2
2900,276,9,58,66,2019-09-03,3
2901,543,5,59,65,2020-03-11,3
2902,162,9,64,70,2019-11-27,1
2903,344,8,57,69,2019-11-22,6
2904,188,13,73,65,2019-08-28,3
2905,354,9,69,75,2020-04-09,4
2906,95,11,63,71,2020-04-22,8
2907,493,7,59,51,2019-10-10,2
2908,286,7,56,74,2020-03-26,1
2909,516,12,68,67,2019-10-30,2
2910,408,8,36,78,2019-07-01,1
2911,404,10,71,48,2020-01-16,2
2912,465,9,10,63,2020-04-13,1
2913,460,6,65,45,2020-04-25,2
2914,270,3,67,74,2019-08-28,4
2915,230,4,58,69,2019-10-26,4
2916,368,4,42,68,2019-11-26,1
2917,544,5,71,56,2019-09-01,4
2918,223,9,61,55,2020-02-29,5
2919,251,7,59,51,2020-02-29,4
2920,364,10,62,67,2019-11-19,2
2921,191,7,57,73,2020-03-07,1
2922,149,4,61,70,2019-06-21,3
2923,168,9,69,58,2019-05-06,3
2924,234,5,63,72,2020-03-26,5
2925,156,9,64,73,2020-01-25,1
2926,149,4,60,68,2019-05-06,3
2927,603,12,63,70,2019-12-15,2
2928,343,9,47,73,2019-11-24,2
2929,140,10,34,53,2019-10-12,3
2930,367,8,63,57,2019-11-16,3
2931,186,7,72,73,2019-11-20,4
2932,149,9,55,79,2019-07-22,5
2933,308,8,66,64,2020-01-18,4
2934,390,4,36,72,2019-06-04,2
2935,360,11,67,66,2020-03-16,4
2936,220,10,63,70,2019-05-12,3
2937,326,8,68,50,2019-12-07,3
2938,433,9,64,76,2019-11-01,4
2939,378,9,51,75,2019-11-14,2
2940,187,14,21,60,2019-08-25,1
2941,18,10,80,60,2019-09-06,1
2942,465,12,72,53,2019-10-24,4
2943,471,4,68,49,2020-02-15,4
2944,305,7,50,73,2019-12-30,6
2945,252,9,56,59,2019-12-27,1
2946,371,10,67,67,2020-03-17,4
2947,28,8,28,75,2019-11-18,2
2948,336,12,56,62,2019-09-28,2
2949,485,7,57,60,2019-08-30,5
2950,265,14,68,71,2019-08-15,2
2951,558,9,69,77,2019-08-23,3
2952,290,5,62,75,2019-06-20,3
2953,511,12,62,71,2020-03-12,2
2954,466,7,67,74,2020-01-14,1
2955,293,5,24,72,2020-04-23,3
2956,339,8,57,62,2019-09-18,4
2957,296,4,31,67,2019-11-08,3
2958,301,9,1,63,2020-02-27,3
2959,288,12,39,47,2020-02-02,1
2960,389,9,60,53,2019-11-02,4
2961,128,13,40,71,2020-03-05,1
2962,182,8,69,60,2019-10-17,5
2963,302,8,69,54,2019-12-11,1
2964,462,12,68,72,2019-10-06,3
2965,208,9,61,77,2019-12-06,3
2966,421,6,75,66,2019-12-08,6
2967,271,8,7,76,2019-07-25,5
2968,282,7,55,49,2020-04-01,4
2969,630,12,60,65,2019-06-07,2
2970,497,4,70,71,2019-12-13,1
2971,542,14,66,77,2019-05-13,2
2972,213,8,60,71,2019-07-24,6
2973,442,8,56,70,2019-11-11,2
2974,396,7,58,61,2020-03-10,4
2975,403,7,60,69,2020-03-27,1
2976,90,8,68,71,2019-05-21,3
2977,412,3,61,79,2020-02-05,6
2978,326,5,79,62,2019-06-01,3
2979,410,9,57,79,2019-08-25,6
2980,169,7,65,62,2019-05-21,2
2981,530,5,50,72,2020-01-16,3
2982,485,10,77,44,2019-10-11,4
2983,450,7,69,77,2020-02-29,5
2984,367,11,65,76,2019-11-03,1
2985,591,4,75,74,2019-11-17,3
2986,633,8,59,78,2019-12-19,3
2987,575,11,78,69,2019-08-21,3
2988,532,9,57,79,2019-10-09,5
2989,255,7,61,64,2019-11-18,5
2990,167,12,66,67,2020-01-24,2
2991,591,7,26,80,2019-07-07,1
2992,261,7,69,50,2019-07-12,4
2993,210,8,69,76,2019-05-28,4
2994,203,3,55,80,2019-12-23,1
2995,244,10,62,69,2020-03-09,2
2996,550,8,62,65,2019-05-06,4
2997,342,8,74,69,2020-04-24,4
2998,252,10,18,75,2019-06-21,7
2999,333,14,66,55,2019-09-22,1
3000,450,8,56,74,2020-03-20,5
3001,255,9,65,63,2019-06-10,1
3002,206,14,62,76,2019-11-15,5
3003,167,13,27,71,2020-01-08,1
3004,120,8,69,61,2019-10-28,5
3005,139,8,57,74,2019-07-10,2
3006,116,11,68,63,2019-05-24,3
3007,583,9,55,78,2019-07-04,1
3008,453,8,59,58,2019-08-11,5
3009,173,11,25,67,2019-06-29,3
3010,150,8,61,45,2019-11-01,2
3011,487,6,69,71,2020-04-18,4
3012,169,3,64,75,2019-05-20,3
3013,195,5,56,70,2019-12-04,3
3014,132,14,6,64,2019-05-15,4
3015,256,13,55,66,2020-04-01,3
3016,409,10,58,61,2019-11-14,6
3017,439,13,33,68,2019-07-30,2
3018,105,15,31,44,2019-12-18,7
3019,9,12,63,63,2020-02-17,4
3020,275,8,56,72,2019-06-08,3
3021,144,14,62,66,2020-02-04,2
3022,447,7,65,68,2019-06-06,6
3023,238,14,62,72,2019-12-04,2
3024,130,8,54,76,2019-10-24,1
3025,69,12,71,45,2019-05-05,3
3026,564,5,70,75,2019-05-28,8
3027,411,9,75,75,2019-11-25,3
3028,48,9,58,78,2020-03-08,3
3029,338,8,69,66,2020-02-18,4
3030,622,4,78,77,2020-02-18,3
3031,441,13,72,80,2020-01-14,4
3032,328,9,27,78,2019-05-14,5
3033,443,12,66,61,2019-07-16,2
3034,264,8,66,72,2020-01-09,4
3035,162,7,60,75,2019-05-21,1
3036,359,12,64,71,2019-10-20,1
3037,206,4,56,72,2019-05-13,3
3038,378,10,57,67,2019-09-04,2
3039,279,7,66,64,2020-03-30,1
3040,146,13,60,58,2019-11-19,1
3041,555,11,66,67,2020-01-19,3
3042,272,9,60,76,2020-03-25,2
3043,444,12,20,66,2020-02-27,4
3044,94,9,10,54,2020-03-30,1
3045,374,6,53,56,2020-04-16,3
3046,179,6,64,64,2020-01-15,1
3047,236,11,75,71,2019-12-10,2
3048,630,11,66,50,2020-01-06,5
3049,447,8,64,73,2019-08-15,2
3050,554,4,68,69,2019-11-04,7
3051,311,8,61,77,2019-07-22,3
3052,435,8,20,45,2020-02-04,1
3053,40,9,50,58,2019-12-14,1
3054,243,6,79,45,2020-02-21,2
3055,391,8,27,62,2019-06-22,2
3056,524,8,62,44,2019-08-03,2
3057,229,8,64,73,2020-01-03,3
3058,200,11,75,73,2019-08-29,4
3059,140,5,64,77,2019-06-11,6
3060,524,3,67,73,2019-12-20,4
3061,84,8,69,78,2020-04-26,4
3062,427,12,63,74,2019-09-04,4
3063,358,14,73,73,2019-07-27,1
3064,545,8,57,50,2019-11-05,5
3065,85,9,52,65,2020-02-04,7
3066,626,14,61,44,2019-05-05,2
3067,442,9,16,64,2019-05-20,1
3068,235,4,18,62,2019-12-25,3
3069,345,10,68,44,2019-11-20,1
3070,279,10,14,77,2019-05-12,3
3071,245,8,17,57,2019-08-17,1
3072,33,9,76,47,2020-02-25,2
3073,118,7,66,78,2019-12-22,7
3074,340,12,61,73,2019-11-02,3
3075,335,10,62,50,2020-01-17,4
3076,355,10,9,69,2019-09-20,3
3077,181,8,66,46,2020-02-15,3
3078,105,10,67,77,2019-09-11,3
3079,475,9,59,71,2020-02-21,3
3080,263,5,69,68,2020-02-28,3
3081,249,4,1,57,2020-04-27,1
3082,439,11,67,47,2019-05-22,7
3083,243,5,14,75,2020-02-28,1
3084,531,11,60,55,2020-03-19,5
3085,308,8,73,71,2019-09-29,4
3086,149,8,55,78,2020-03-05,7
3087,468,7,74,66,2020-04-14,1
3088,409,7,59,80,2020-02-18,3
3089,179,6,18,70,2019-11-01,1
3090,127,9,67,47,2019-07-26,5
3091,322,3,64,74,2019-09-27,3
3092,224,6,25,72,2019-07-21,3
3093,353,7,58,49,2020-02-17,1
3094,205,12,7,68,2019-05-15,2
3095,189,7,75,55,2020-02-25,1
3096,174,5,65,77,2019-10-30,4
3097,227,11,41,74,2019-10-28,3
3098,130,9,59,53,2020-03-28,5
3099,403,10,74,61,2019-07-15,6
3100,227,5,64,50,2020-01-22,5
3101,181,9,72,71,2020-03-13,2
3102,445,9,63,78,2019-06-26,3
3103,62,7,63,73,2019-08-23,2
3104,366,9,65,70,2019-09-06,3
3105,451,8,73,55,2019-09-26,1
3106,71,11,58,78,2019-11-26,2
3107,409,9,71,70,2019-12-07,1
3108,202,11,19,72,2020-02-15,7
3109,346,10,60,59,2019-10-22,2
3110,258,5,68,71,2019-05-10,2
3111,102,10,58,52,2019-06-24,1
3112,167,4,64,66,2020-02-16,1
3113,358,6,38,71,2019-12-15,3
3114,29,13,65,59,2019-10-04,3
3115,18,8,56,75,2019-07-25,3
3116,113,12,68,54,2019-09-11,4
3117,371,10,70,79,2020-04-07,1
3118,243,11,14,75,2020-01-02,6
3119,343,3,61,46,2019-10-29,2
3120,257,5,57,72,2019-10-31,2
3121,285,8,62,66,2019-12-28,1
3122,259,8,71,65,2019-05-09,4
3123,388,11,53,80,2019-11-11,3
3124,108,8,69,50,2019-10-25,1
3125,585,10,56,77,2020-03-07,6
3126,236,10,61,62,2020-03-07,4
3127,406,9,71,72,2019-12-02,4
3128,86,12,67,78,2019-09-11,3
3129,170,8,59,74,2019-11-12,4
3130,314,3,67,72,2019-07-20,1
3131,518,14,45,73,2019-11-20,3
3132,316,8,3,46,2019-05-11,2
3133,428,12,56,52,2020-04-24,1
3134,264,7,63,61,2019-09-04,3
3135,172,4,74,70,2019-11-13,2
3136,356,11,61,78,2019-05-07,5
3137,380,11,65,67,2019-08-05,6
3138,172,8,60,74,2020-01-05,2
3139,59,10,63,68,2019-07-02,3
3140,315,8,70,71,2020-02-26,3
3141,432,13,65,48,2020-01-28,2
3142,162,7,59,76,2019-09-22,1
3143,455,12,68,68,2020-04-23,2
3144,298,6,67,74,2019-09-21,5
3145,140,7,72,73,2019-11-11,2
3146,601,9,63,79,2019-11-04,4
3147,215,11,15,75,2019-06-02,3
3148,487,10,37,48,2019-05-06,4
3149,363,7,21,57,2019-12-27,3
3150,323,7,64,60,2019-11-07,6
3151,144,8,56,71,2019-07-25,5
3152,172,8,69,67,2019-09-01,1
3153,139,9,25,76,2019-09-26,4
3154,280,11,62,63,2019-11-10,2
3155,282,7,67,71,2019-12-14,4
3156,439,10,56,77,2020-01-19,2
